mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Model__criterion,param_Model__min_samples_leaf,param_Model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.1007139682769775,0.051287167267828296,0.10045186678568523,0.004195324496802837,gini,15,100,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 15, 'Model__n_estimators': 100}",0.8122742019884878,0.8020104089904199,0.8328396381665147,0.8157080830484741,0.012818060104104278,2
1.1617358525594075,0.08799007567161975,0.12540674209594727,0.026974971161737138,gini,15,200,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 15, 'Model__n_estimators': 200}",0.8123181580324437,0.8016346218262209,0.8326624948900978,0.8155384249162542,0.01287011566431421,5
1.396701733271281,0.08122030731654639,0.15293025970458984,0.0009099316417623117,gini,15,500,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 15, 'Model__n_estimators': 500}",0.8121862899005756,0.801208590138675,0.8320293911092943,0.8151414237161817,0.012754869789449992,17
1.815754493077596,0.045234410242679025,0.2098268667856852,0.003997611092191096,gini,15,1000,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 15, 'Model__n_estimators': 1000}",0.8123851386708529,0.8013342014470423,0.831758959361865,0.81515943315992,0.012574816260498403,15
0.8405137856801351,0.0008306783483947488,0.08854953447977702,0.000515824985939656,gini,20,100,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 20, 'Model__n_estimators': 100}",0.8112998430141287,0.8015100572787566,0.8329402639330001,0.8152500547419619,0.013131834147169407,7
0.9495097001393636,0.02314031158584003,0.10138622919718425,0.003170305031979473,gini,20,200,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 20, 'Model__n_estimators': 200}",0.8114411302982731,0.8017895424398742,0.8332473821577938,0.8154926849653137,0.013158273477033217,6
1.3272637526194255,0.07692346963936274,0.16629528999328613,0.020353626141088467,gini,20,500,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 20, 'Model__n_estimators': 500}",0.8108466771323913,0.8012462735311849,0.8327945662086097,0.814962505624062,0.013204260066224816,33
1.909196933110555,0.05889710257547783,0.2246419588724772,0.001946473268811418,gini,20,1000,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 20, 'Model__n_estimators': 1000}",0.8110832025117739,0.8013394352515575,0.8330230705533369,0.8151485694388895,0.013250373395319957,16
0.9420135815938314,0.015241919125575664,0.09291577339172363,0.0021444622151085275,gini,25,100,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 25, 'Model__n_estimators': 100}",0.8095028780743068,0.8018303661150934,0.8331058771736739,0.8148130404543581,0.013308838325732557,42
1.0043566226959229,0.03164549162562189,0.10628096262613933,0.002995410575556837,gini,25,200,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 25, 'Model__n_estimators': 200}",0.8098377812663526,0.8017235965029812,0.8330597570307013,0.8148737116000118,0.013279286750395955,36
1.2777302265167236,0.07632708873645225,0.1467278003692627,0.004753062516232814,gini,25,500,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 25, 'Model__n_estimators': 500}",0.8103526949241237,0.8011981225296443,0.8329727576700943,0.8148411917079542,0.013354570057001004,39
1.7120999495188396,0.013740718937656216,0.22748223940531412,0.027839476288729216,gini,25,1000,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 25, 'Model__n_estimators': 1000}",0.8104950287807431,0.8014074747102565,0.8330943471379306,0.8149989502096435,0.013322373468222641,32
0.9225120544433594,0.09960747651907427,0.0913376013437907,0.005145289804717624,gini,30,100,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 100}",0.8116180010465724,0.8011635794198433,0.8344433613198746,0.8157416472620969,0.013895786277657926,1
1.0426493485768635,0.053781250731619774,0.10712059338887532,0.0033201152209197476,gini,30,200,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 200}",0.8112150706436421,0.8005627386614859,0.8338563776820436,0.8152113956623905,0.013882712512315612,8
1.3174199263254802,0.015637830586384467,0.14351296424865723,0.008184530275028535,gini,30,500,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 500}",0.8104740973312401,0.8002675520868224,0.8334108990283324,0.8147175161487983,0.013859420720632122,47
1.7185944716135662,0.057195863601630405,0.21802179018656412,0.0020452822571536485,gini,30,1000,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 1000}",0.8102773417059131,0.8006108896630266,0.8332641531188747,0.8147174614959382,0.013695373948687552,48
0.9473745822906494,0.04639986996221612,0.09414307276407878,0.0031031607378259845,gini,50,100,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 100}",0.8099717425431712,0.7993024385341998,0.833376308921103,0.8142168299994914,0.014230782045030073,54
1.0687737464904785,0.06947363293608251,0.10740884145100911,0.008259459037297637,gini,50,200,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 200}",0.8098116169544742,0.8002141672807664,0.8335985241554247,0.8145414361302218,0.014033465076026593,49
1.3062126636505127,0.04579304485198752,0.14561239878336588,0.004243811602418249,gini,50,500,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 500}",0.809557299843014,0.7996886933074294,0.8328543127574605,0.8140334353026346,0.013904829373655857,60
1.7185156345367432,0.09271623630451709,0.21436452865600586,0.00846302256900642,gini,50,1000,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 1000}",0.8096650968079538,0.7998812973135927,0.8327138559584081,0.8140867500266515,0.013763659631583576,57
0.9470069408416748,0.030743072945656653,0.0957953929901123,0.0022966581509744344,entropy,15,100,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 15, 'Model__n_estimators': 100}",0.8115269492412349,0.8023568868493334,0.8312967097470728,0.8150601819458804,0.012075902653549703,28
0.975361188252767,0.054897319229196676,0.10361750920613606,0.005033139573862163,entropy,15,200,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 15, 'Model__n_estimators': 200}",0.8114139194139195,0.8019507436189455,0.8321300168757796,0.8151648933028816,0.012602896159598182,13
1.4239696661631267,0.11733360212280189,0.1601426601409912,0.015627680174710636,entropy,15,500,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 15, 'Model__n_estimators': 500}",0.8119016221873365,0.8012399929657668,0.83147804576376,0.8148732203056211,0.012522187130210173,37
2.8314568996429443,0.07591696862806241,0.3091126283009847,0.0356648175865651,entropy,15,1000,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 15, 'Model__n_estimators': 1000}",0.8120648874934588,0.8019015458565016,0.831345974445248,0.8151041359317363,0.012211234363804098,20
1.0895025730133057,0.16273308489901814,0.0960227648417155,0.004475716018846334,entropy,20,100,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 20, 'Model__n_estimators': 100}",0.8106373626373626,0.7999587576204193,0.8338458958313679,0.81481400536305,0.014146089975101729,40
1.0240017573038738,0.03987342012201628,0.1008291244506836,0.00035703657860365905,entropy,20,200,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 20, 'Model__n_estimators': 200}",0.8111606488749344,0.801398053862129,0.8326467721140844,0.8150684916170494,0.013053071778202188,26
1.4318983554840088,0.10210957357334076,0.1470043659210205,0.007449420719145237,entropy,20,500,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 20, 'Model__n_estimators': 500}",0.8109094714809002,0.801293377771823,0.8326017001561796,0.8149348498029676,0.013094668523424068,34
1.7942112286885579,0.06431166317587524,0.20548510551452637,0.008008291480870473,entropy,20,1000,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 20, 'Model__n_estimators': 1000}",0.8109199372056514,0.8014713271253432,0.8328532645723931,0.8150815096344625,0.013145227607838487,22
0.9461394945780436,0.042085155622931004,0.09326855341593425,0.0034177611936578698,entropy,25,100,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 25, 'Model__n_estimators': 100}",0.8100816326530613,0.8014242228847056,0.8340764965462302,0.8151941173613325,0.0138117309737291,11
1.0140166282653809,0.036726664503815246,0.10266534487406413,0.005161826796760551,entropy,25,200,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 25, 'Model__n_estimators': 200}",0.8107336473050759,0.8015309924968178,0.8333647788853601,0.8152098062290847,0.013375960725435064,9
1.2978823979695637,0.06356092964711886,0.14144166310628256,0.010189823369851761,entropy,25,500,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 25, 'Model__n_estimators': 500}",0.8107545787545788,0.8009762092181951,0.8332788277098204,0.8150032052275314,0.013525356693605257,30
1.7387362321217854,0.05142660466628112,0.21921920776367188,0.0037879178123315484,entropy,25,1000,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 25, 'Model__n_estimators': 1000}",0.810815279958137,0.8014765609298585,0.8330293596637421,0.8151070668505792,0.013234030704534584,18
0.8866763909657797,0.04719231072181959,0.09539389610290527,0.00865962399259987,entropy,30,100,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 100}",0.8104908424908426,0.8016681181751188,0.8344643250212257,0.8155410952290624,0.013857045991434076,3
0.9961093266805013,0.023588979667302692,0.10035665829976399,0.002217361886076882,entropy,30,200,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 200}",0.8104897959183675,0.8012556943793127,0.8334769346875884,0.8150741416617562,0.013547798127915072,24
1.2137749195098877,0.012779559960453962,0.14116676648457846,0.002681527117009952,entropy,30,500,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 500}",0.8104416535845108,0.8006935837743686,0.8330440342546879,0.8147264238711891,0.01355008865597314,45
1.7064893245697021,0.02958183917850866,0.21662378311157227,0.004573423890035938,entropy,30,1000,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 1000}",0.810421768707483,0.8008600187579553,0.8330985398782009,0.8147934424478797,0.013519472609893397,43
0.8605668544769287,0.04265916447469068,0.09878977139790852,0.013745168413142115,entropy,50,100,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 100}",0.8100408163265306,0.7996855530247203,0.8332379484921858,0.8143214392811456,0.014028152885322711,52
0.9677099386850992,0.016626932851587214,0.1008310317993164,0.0017146741098818643,entropy,50,200,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 200}",0.8097624280481424,0.800309422522945,0.8334371036550213,0.8145029847420363,0.013933544000556063,50
1.2448912461598713,0.0611389391794528,0.14244937896728516,0.005104056525621428,entropy,50,500,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 500}",0.8096242804814233,0.8000351711663429,0.8325807364548286,0.814080062700865,0.013655132157961443,58
1.714032252629598,0.051834914115416464,0.21032071113586426,0.0013530404276304424,entropy,50,1000,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 1000}",0.809673469387755,0.8000069086219602,0.8327075668480026,0.8141293149525725,0.013716758166010834,55
