mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0014050006866455078,0.0002988976683375182,0.0012900034586588542,0.000554074461766688,1,{'max_depth': 1},-0.33212996389891697,-0.36389891696750903,-0.35621387283236994,-0.3507475845662653,0.0135333372411665,4
0.002208709716796875,0.0005524704333663944,0.000888665517171224,0.0001071746246864756,2,{'max_depth': 2},-0.33212996389891697,-0.36389891696750903,-0.3504335260115607,-0.3488208022926622,0.013019658293358409,2
0.001619577407836914,0.0002772061421549084,0.0008284250895182291,0.0002231330710678911,3,{'max_depth': 3},-0.33212996389891697,-0.36389891696750903,-0.3475433526011561,-0.3478574111558607,0.012971521867805608,1
0.001383066177368164,0.00017447853231900408,0.0007156531016031901,0.00013988288925500074,4,{'max_depth': 4},-0.33212996389891697,-0.36389891696750903,-0.3511560693641618,-0.34906165007686263,0.013053902070054494,3
